"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72530094846","2020-05-14T11:41:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","60","62","0.02","-RA:02 BR:1 |RA |RA",,,"93",,"OVC:08 6","29.16","3.00","61","200",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12705/14/20 11:41:02 SPECI KORD 141741Z 20008KT 3SM -RA BR OVC006 17/16 A2988 RMK AO2 LTG DSNT SE AND S RAB08 P0002 T01670156 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T11:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","60","62","0.02","-RA:02 BR:1 |RA |RA","+0.00","8","93","29.88","BKN:07 6 OVC:08 25","29.16","4.00","61","200",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16205/14/20 11:51:02 METAR KORD 141751Z 20008KT 4SM -RA BR BKN006 OVC025 17/16 A2988 RMK AO2 LTG DSNT SE-SW RAB08 SLP118 P0002 60079 T01670156 10167 20128 58001 (JR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T12:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60","62",,"||RA","+0.00","8","93","29.88","5","29.18","3.73","61","200",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN09872530 11256 82008 10167 20156 39880 40118 58001 60201 761// 91751 333 10167 20128 96010 555 91418=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T12:21:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","60","63","0.01","BR:1 ||",,,"90",,"OVC:08 7","29.16","2.50","61","210",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12905/14/20 12:21:02 SPECI KORD 141821Z 21008KT 2 1/2SM BR OVC007 17/16 A2988 RMK AO2 LTG DSNT SE AND S RAE1754 P0001 T01720156 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T12:44:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","61","64","0.01","BR:1 ||",,,"90",,"OVC:08 7","29.15","6.00","62","210",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11905/14/20 12:44:02 SPECI KORD 141844Z 21007KT 6SM BR OVC007 18/16 A2987 RMK AO2 LTG DSNT SE RAE1754 P0001 T01780161 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T12:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","61","64","0.01","BR:1 ||",,,"90","29.86","OVC:08 7","29.15","6.00","62","210",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12605/14/20 12:51:02 METAR KORD 141851Z 21008KT 6SM BR OVC007 18/16 A2987 RMK AO2 LTG DSNT SE RAE1754 SLP113 P0001 T01780161 (JR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T13:30:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","63","67",,,,,"87",,"SCT:04 8 BKN:07 12 OVC:08 250","29.14","7.00","65","200",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10405/14/20 13:30:02 SPECI KORD 141930Z 20009KT 7SM SCT008 BKN012 OVC250 19/17 A2986 RMK AO2 T01940172 (WS)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T13:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","64","68","0.00",,,,"87","29.84","FEW:02 8 BKN:07 12 OVC:08 250","29.13","8.00","65","200",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11105/14/20 13:51:02 METAR KORD 141951Z 20007KT 8SM FEW008 BKN012 OVC250 20/18 A2985 RMK AO2 SLP106 T02000178 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T14:34:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.87","64","69",,,,,"84",,"SCT:04 12 BKN:07 17 OVC:08 40","29.15","9.00","66","220",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10405/14/20 14:34:02 SPECI KORD 142034Z 22009KT 9SM SCT012 BKN017 OVC040 21/18 A2987 RMK AO2 T02060178 (WS)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T14:44:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","64","70",,,,,"82",,"FEW:02 12 SCT:04 17 BKN:07 55","29.14","10.00","66","210",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/14/20 14:44:02 SPECI KORD 142044Z 21007KT 10SM FEW012 SCT017 BKN055 21/18 A2986 RMK AO2 T02110178 (WS)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T14:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.85","65","71","0.00",,"+0.03","5","81","29.85","SCT:04 15 BKN:07 55 BKN:07 250","29.13","10.00","67","190",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12405/14/20 14:51:02 METAR KORD 142051Z 19008KT 10SM SCT015 BKN055 BKN250 22/18 A2985 RMK AO2 SLP107 60001 T02170183 55010 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T15:27:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","64","72",,,,,"76",,"BKN:07 17 BKN:07 250","29.12","10.00","67","200",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/14/20 15:27:02 SPECI KORD 142127Z 20009KT 10SM BKN017 BKN250 22/18 A2984 RMK AO2 T02220178 (WS)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T15:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","64","72","0.00",,,,"76","29.85","SCT:04 17 BKN:07 28 BKN:07 250","29.14","10.00","67","220",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11205/14/20 15:51:02 METAR KORD 142151Z 22012KT 10SM SCT017 BKN028 BKN250 22/18 A2986 RMK AO2 SLP109 T02220178 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T15:58:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.86","64","72",,,,,"76",,"SCT:04 17 BKN:07 33 BKN:07 45","29.14","10.00","67","220","20","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10805/14/20 15:58:02 SPECI KORD 142158Z 22012G17KT 10SM SCT017 BKN033 BKN045 22/18 A2986 RMK AO2 T02220178 (WS)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T16:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.84","63","73","0.00",,,,"71","29.84","FEW:02 22 SCT:04 70 BKN:07 250","29.12","10.00","67","210",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11205/14/20 16:51:02 METAR KORD 142251Z 21006KT 10SM FEW022 SCT070 BKN250 23/17 A2984 RMK AO2 SLP104 T02280172 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T17:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","63","73","0.00",,"+0.02","8","71","29.82","FEW:02 22 SCT:04 60 BKN:07 250","29.11","10.00","67","200",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13605/14/20 17:51:02 METAR KORD 142351Z 20005KT 10SM FEW022 SCT060 BKN250 23/17 A2983 RMK AO2 SLP098 60001 T02280172 10228 20167 58008 (WS)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T18:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63","73",,,"+0.02","8","71","29.82","26","29.13","9.94","67","200",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08672530 12566 62005 10228 20172 39864 40098 58008 69931 92351 333 10228 20122 555 91500=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T18:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","62","72","0.00",,,,"71","29.83","SCT:04 26 BKN:07 150 BKN:07 250","29.11","10.00","66","210",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10705/14/20 18:51:01 METAR KORD 150051Z 21003KT 10SM SCT026 BKN150 BKN250 22/17 A2983 RMK AO2 SLP100 T02220167","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T19:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.81","61","68","0.00",,,,"78","29.81","FEW:02 23 SCT:04 150 BKN:07 250","29.09","10.00","64","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10705/14/20 19:51:01 METAR KORD 150151Z 00000KT 10SM FEW023 SCT150 BKN250 20/16 A2981 RMK AO2 SLP094 T02000161","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T20:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.81","62","66","0.00",,"+0.01","8","87","29.81","FEW:02 23 BKN:07 85 BKN:07 150","29.09","10.00","64","130",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16405/14/20 20:51:01 METAR KORD 150251Z 13005KT 10SM FEW023 BKN085 BKN150 19/17 A2981 RMK AO2 LTG DSNT S AND SW SLP094 FRQ LTGIC DSNT S-SW CB DSNT S-SW T01890167 58004","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T21:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.80","64","67","T","-RA:02 |RA |RA",,,"91","29.79","FEW:02 18 BKN:07 55 OVC:08 250","29.08","8.00","65","140",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17205/14/20 21:51:02 METAR KORD 150351Z 14005KT 8SM -RA FEW018 BKN055 OVC250 19/18 A2980 RMK AO2 LTG DSNT SE-SW RAB45 SLP088 FRQ LTGIC DSNT SE-SW CB DSNT SE-SW P0000 T01940178","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:00:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.81","64","67","T","TS:7 -RA:02 |RA TS TS |RA",,,"91",,"SCT:04 17 BKN:07 32 OVC:08 50","29.09","9.00","65","180",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17105/14/20 22:00:02 SPECI KORD 150400Z 18006KT 9SM -TSRA SCT017 BKN032 OVC050CB 19/18 A2981 RMK AO2 LTG DSNT SE-SW TSE0357B00 FRQ LTGIC SE-SW TS SE-SW MOV NE P0000 T01940178","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:09:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.80","64","68","0.08","TS:7 +RA:02 BR:1 |RA TS |RA",,,"87",,"FEW:02 14 BKN:07 37 OVC:08 50","29.08","2.50","65","160","22","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET19705/14/20 22:09:02 SPECI KORD 150409Z 16011G19KT 2 1/2SM R10L/4500VP6000FT +TSRA BR FEW014 BKN037 OVC050CB 20/18 A2980 RMK AO2 LTG DSNT ALQDS TSE0357B00 FRQ LTGICCC OHD TS OHD MOV NE P0008 T02000178","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:15:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.78","64","67","0.24","TS:7 +RA:02 BR:1 |RA TS |RA",,,"91",,"FEW:02 14 BKN:07 22 OVC:08 50","29.06","2.00","65","140","22","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET19505/14/20 22:15:02 SPECI KORD 150415Z 14005G19KT 2SM R10L/4000VP6000FT +TSRA BR FEW014 BKN022 OVC050CB 19/18 A2978 RMK AO2 LTG DSNT ALQDS TSE0357B00 FRQ LTGICCCCG OHD TS OHD MOV NE P0024 T01940178","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:22:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.78","64","67","0.30","TS:7 RA:02 BR:1 |RA TS |RA",,,"91",,"FEW:02 17 BKN:07 29 OVC:08 55","29.06","4.00","65","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17305/14/20 22:22:02 SPECI KORD 150422Z 00000KT 4SM TSRA BR FEW017 BKN029 OVC055CB 19/18 A2978 RMK AO2 LTG DSNT ALQDS TSE0357B00 FRQ LTGICCCCG OHD TS OHD MOV NE P0030 T01940178","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:30:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.78","64","67","0.30","TS:7 -RA:02 |RA TS TS |RA",,,"91",,"FEW:02 17 BKN:07 29 OVC:08 55","29.06","9.00","65","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17105/14/20 22:30:02 SPECI KORD 150430Z VRB03KT 9SM -TSRA FEW017 BKN029 OVC055CB 19/18 A2978 RMK AO2 LTG DSNT ALQDS TSE0357B00 FRQ LTGICCCCG OHD TS OHD MOV NE P0030 T01940178","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:49:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.80","63","66",,"TS:7 |TS |",,,"88",,"FEW:02 8 BKN:07 48 OVC:08 85","29.08","10.00","64","160",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18405/14/20 22:49:03 SPECI KORD 150449Z 16007KT 10SM TS FEW008 BKN048CB OVC085 19/17 A2980 RMK AO2 LTG DSNT ALQDS RAE36 TSE0357B00 PRESRR CONS LTGICCCCG OHD TS OHD MOV NE P0030 FIBI (SMN)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.81","63","66","0.41","TS:7 -RA:02 |RA TS TS |RA",,,"90","29.80","FEW:02 8 BKN:07 48 OVC:08 85","29.09","10.00","64","160",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18705/14/20 22:51:02 METAR KORD 150451Z 16007KT 10SM -TSRA FEW008 BKN048CB OVC085 19/17 A2981 RMK AO2 LTG DSNT ALQDS TSE0357B00 PRESRR SLP091 CONS LTGICCCCG OHD TS OHD MOV NE P0030 T01890172","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T22:58:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.83","63","66","0.06","TS:7 +RA:02 BR:1 |RA TS |RA",,,"90",,"BKN:07 11 BKN:07 19 OVC:08 48","29.11","2.50","64","190","18","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET19605/14/20 22:58:02 SPECI KORD 150458Z 19011G16KT 2 1/2SM R10L/3500VP6000FT +TSRA BR BKN011 BKN019 OVC048CB 19/17 A2983 RMK AO2 LTG DSNT ALQDS PRESRR CONS LTGICCCCG OHD TS OHD MOV NE P0006 T01890172","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T23:02:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.81","63","66","0.30","TS:7 +RA:02 BR:1 |RA TS |RA",,,"90",,"BKN:07 11 BKN:07 19 OVC:08 48","29.09","1.25","64","150",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18605/14/20 23:02:02 SPECI KORD 150502Z 15009KT 1 1/4SM R10L/2600VP6000FT +TSRA BR BKN011 BKN019 OVC048CB 19/17 A2981 RMK AO2 LTG DSNT ALQDS CONS LTGICCCCG OHD TS OHD MOV NE P0030 T01890172","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T23:10:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.78","63","65","0.60","TS:7 +RA:02 BR:1 |RA TS |RA",,,"93",,"SCT:04 11 BKN:07 15 OVC:08 48","29.06","1.75","64","140",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET19205/14/20 23:10:02 SPECI KORD 150510Z 14011KT 1 3/4SM R10L/3500V6000FT +TSRA BR SCT011 BKN015 OVC048CB 18/17 A2978 RMK AO2 LTG DSNT ALQDS PRESFR CONS LTGICCCCG OHD TS OHD MOV NE P0060 T01830172","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T23:17:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.77","63","65","0.74","TS:7 +RA:02 BR:1 |RA TS |RA",,,"93",,"SCT:04 11 BKN:07 15 OVC:08 48","29.05","2.50","64","140",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18605/14/20 23:17:02 SPECI KORD 150517Z 14006KT 2 1/2SM R10L/4500VP6000FT +TSRA BR SCT011 BKN015 OVC048CB 18/17 A2977 RMK AO2 LTG DSNT ALQDS CONS LTGICCCCG OHD TS OHD MOV NE P0074 T01830172","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T23:25:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.76","62","63","0.98","TS:7 +RA:02 BR:1 |RA TS |RA",,,"97",,"SCT:04 11 BKN:07 15 OVC:08 48","29.04","1.25V","62","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET20005/14/20 23:25:02 SPECI KORD 150525Z 00000KT 1 1/4SM R10L/2800VP6000FT +TSRA BR SCT011 BKN015 OVC048CB 17/17 A2976 RMK AO2 VIS 3/4V2 1/2 LTG DSNT ALQDS CONS LTGICCCCG OHD TS OHD MOV NE P0098 T01720167","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T23:49:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.77","63","63","1.95","TS:7 +RA:02 BR:1 |RA TS |RA",,,"100",,"BKN:07 12 OVC:08 29","29.05","1.75","63","VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16905/14/20 23:49:02 SPECI KORD 150549Z VRB03KT 1 3/4SM R10L/2000VP6000FT +TSRA BR BKN012 OVC029CB 17/17 A2977 RMK AO2 LTG DSNT ALQDS CONS LTGICCCCG OHD TS OHD MOV NE P0195","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T23:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.77","62","63","1.88","TS:7 +RA:02 BR:1 |RA TS |RA","+0.04","8","97","29.76","BKN:07 12 OVC:08 29","29.05","3.00","62","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET21605/14/20 23:51:02 METAR KORD 150551Z 00000KT 3SM R10L/4500VP6000FT +TSRA BR BKN012 OVC029CB 17/17 A2977 RMK AO2 LTG DSNT ALQDS SLP079 CONS LTGICCCCG OHD TS OHD MOV NE P0196 60226 T01720167 10228 20172 402280122 58014","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"57","64","86","29.89","29.14","59","7.9","0","5.4","1","73","54","170","23","3.53","0","0.0","170","16","TS RA BR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD75724 HR PRECIPITATION (IN): 3.53 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):13  24 HR MAX TEMP (F): 7324 HR MIN TEMP (F): 54AVERAGE STATION PRESSURE:29.140 MINIMUM SEA LEVEL PRESSURE:29.74 TIME OF OCCURRENCE:2334 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):170 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 16FASTEST 2MIN DIR (DEG):170 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 7.9 24 HR AVG TEMP (F): 64DEPART FROM NORMAL:  5  HEATING DEGREE DAYS:  1 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):73  LATEST NIGHT MIN TEMP(1900-0800 LST):54 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.01 T    T    T    0.01 0.48 0.19 0.40 0.11 0.01 0.00 0.02 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.41 1.88","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0432","1905",,
"72530094846","2020-05-15T00:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62","63",,,"+0.04","8","97","29.76","15","29.07","2.98","62","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN09872530 11448 80000 10172 20167 39844 40079 58014 60571 710// 90551 333 10228 20122 96010 555 91506=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-15T00:05:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.82","61","63","0.15","TS:7 +RA:02 BR:1 |RA TS |RA",,,"93",,"FEW:02 6 BKN:07 12 OVC:08 29","29.10","2.00V","62","240","23","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET20305/15/20 00:05:02 SPECI KORD 150605Z 24014G20KT 2SM R10L/2800VP6000FT +TSRA BR FEW006 BKN012 OVC029CB 17/16 A2982 RMK AO2 VIS 1V5 LTG DSNT ALQDS PRESRR FRQ LTGICCC OHD TS OHD MOV NE P0015 T01720161 (SMN)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
