"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72530094846","2020-05-13T22:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","45","60","0.00",,,,"58","30.05","FEW:02 30 BKN:07 50 OVC:08 70","29.33","10.00","52","180","24","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11005/13/20 22:51:02 METAR KORD 140451Z 18012G21KT 10SM FEW030 BKN050 OVC070 16/07 A3005 RMK AO2 SLP175 T01560072","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-13T23:39:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","46","59","T","-RA:02 |RA |RA",,,"62",,"BKN:07 28 OVC:08 32","29.34","10.00","52","210",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/13/20 23:39:02 SPECI KORD 140539Z 21008KT 10SM -RA BKN028 OVC032 15/08 A3006 RMK AO2 RAB35 P0000 T01500078","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-13T23:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","48","57","0.08s","+RA:02 |RA |RA","-0.02","3","72","30.08","OVC:08 27","29.36","4.00","52","220",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14205/13/20 23:51:02 METAR KORD 140551Z 22010KT 4SM +RA OVC027 14/09 A3008 RMK AO2 RAB35 SLP185 P0002 60002 T01390089 10178 20139 402060056 53008","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-13T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"34","56","42","30.16","29.42","47","11.4","0","-2.3","9","69","42","150","30","0.08","0","0.0","100","21","RA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.08 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 6924 HR MIN TEMP (F): 42AVERAGE STATION PRESSURE:29.420 MINIMUM SEA LEVEL PRESSURE:30.04 TIME OF OCCURRENCE:2332 PEAK WIND SPEED (MPH): 30 PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 21FASTEST 2MIN DIR (DEG):100 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH):11.4 24 HR AVG TEMP (F): 56DEPART FROM NORMAL: -2  HEATING DEGREE DAYS:  9 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):69  LATEST NIGHT MIN TEMP(1900-0800 LST):42 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.08","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0433","1904",,
"72530094846","2020-05-14T00:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48","57",,"||RA","-0.02","3","72","30.08","26","29.37","3.73","52","220",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN09272530 11556 82210 10139 20089 39947 40185 53008 69951 765// 90551 333 10178 20056 555 91406=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T00:04:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","49","56","0.06","-RA:02 |RA |RA",,,"77",,"OVC:08 25","29.35","10.00","52","210",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10205/14/20 00:04:02 SPECI KORD 140604Z 21006KT 10SM -RA OVC025 13/09 A3007 RMK AO2 P0006 T01330094 (SMN)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T00:21:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","50","56","0.07","-RA:02 |RA |RA",,,"81",,"OVC:08 24","29.35","10.00","53","180",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11405/14/20 00:21:02 SPECI KORD 140621Z 18006KT 10SM -RA OVC024 13/10 A3007 RMK AO2 LTG DSNT NE P0007 T01330100 (SMN)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T00:36:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","50","55","0.07","-RA:02 |RA |RA",,,"83",,"OVC:08 26","29.34","10.00","52","170",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10205/14/20 00:36:02 SPECI KORD 140636Z 17006KT 10SM -RA OVC026 13/10 A3006 RMK AO2 P0007 T01280100 (SMN)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T00:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","51","55","0.01","-RA:02 |RA |RA",,,"87","30.03","OVC:08 23","29.32","8.00","53","170",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10805/14/20 00:51:02 METAR KORD 140651Z 17006KT 8SM -RA OVC023 13/11 A3004 RMK AO2 SLP171 P0007 T01280106 (SMN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T01:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","51","55","T",,,,"87","29.99","OVC:08 16","29.27","10.00","53","150",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11105/14/20 01:51:02 METAR KORD 140751Z 15010KT 10SM OVC016 13/11 A2999 RMK AO2 RAE04 SLP156 P0000 T01280106 (SMN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T02:32:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","50","55",,,,,"83",,"OVC:08 13","29.25","10.00","52","160","21","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09505/14/20 02:32:02 SPECI KORD 140832Z 16010G18KT 10SM OVC013 13/10 A2997 RMK AO2 T01280100 (SMN)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T02:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","50","55","T","-RA:02 |RA |RA","+0.11","6","83","29.96","OVC:08 12","29.24","10.00","52","160",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12705/14/20 02:51:02 METAR KORD 140851Z 16011KT 10SM -RA OVC012 13/10 A2996 RMK AO2 RAB51 SLP145 P0000 60007 T01280100 56038 (SMN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T03:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","51","55","T",,,,"87","29.94","OVC:08 10","29.22","10.00","53","170","20","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11405/14/20 03:51:02 METAR KORD 140951Z 17012G17KT 10SM OVC010 13/11 A2994 RMK AO2 RAE18 SLP139 P0000 T01280106 (SMN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T04:13:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","51","55","T","-RA:02 |RA |RA",,,"87",,"OVC:08 9","29.22","10.00","53","180",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12005/14/20 04:13:02 SPECI KORD 141013Z 18009KT 10SM -RA OVC009 13/11 A2994 RMK AO2 LTG DSNT NW RAB13 P0000 T01280106 (SMN)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T04:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","52","55","0.01","-RA:02 |RA |RA",,,"90","29.93","OVC:08 7","29.22","9.00","53","170",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12805/14/20 04:51:02 METAR KORD 141051Z 17007KT 9SM -RA OVC007 13/11 A2994 RMK AO2 LTG DSNT SW-N RAB13 SLP137 P0001 T01280111 (SMN)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T05:01:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","52","55","T","TS:7 |TS TS |",,,"90",,"OVC:08 7","29.21","9.00","53","170",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET15805/14/20 05:01:02 SPECI KORD 141101Z 17007KT 9SM TS OVC007CB 13/11 A2993 RMK AO2 LTG DSNT ALQDS RAE1056 TSB01 OCNL LTGCC OHD TS OHD MOV E P0000 T01280111 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T05:11:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","52","55","0.13","TS:7 +RA:02 BR:1 |RA TS |RA",,,"90",,"OVC:08 7","29.21","2.50","53","170",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET19005/14/20 05:11:02 SPECI KORD 141111Z 17007KT 2 1/2SM R10L/5500VP6000FT +TSRA BR OVC007CB 13/11 A2993 RMK AO2 LTG DSNT ALQDS RAE1056B02 TSB01 FRQ LTGICCC OHD TS OHD MOV E P0013 T01280111 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T05:30:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","52","54","0.31","TS:7 +RA:02 BR:1 |RA TS |RA",,,"93",,"OVC:08 7","29.24","3.00","53","310",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18605/14/20 05:30:02 SPECI KORD 141130Z 31005KT 3SM R10L/5500VP6000FT +TSRA BR OVC007CB 12/11 A2996 RMK AO2 LTG DSNT ALQDS RAE1056B02 TSB01 FRQ LTGICCC OHD TS OHD MOV E P0031 T01220111 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T05:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","53","55","0.48","TS:7 RA:02 BR:1 |RA TS |RA","-0.01","3","93","29.97","OVC:08 7","29.26","5.00","54","280",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET20205/14/20 05:51:02 METAR KORD 141151Z 28005KT 5SM TSRA BR OVC007CB 13/12 A2998 RMK AO2 LTG DSNT ALQDS RAE1056B02 TSB01 SLP150 FRQ LTGICCC OHD TS OHD MOV E-NE P0042 60050 70052 T01280117 10139 20122 53004","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T06:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53","55",,"||TS","-0.01","3","93","29.97","8","29.28","4.97","54","280",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN10472530 11358 82805 10128 20117 39914 40150 53004 60131 795// 91151 333 10206 20122 70132 96010 555 91412=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T06:00:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","53","55","0.06","TS:7 +RA:02 BR:1 |RA TS |RA",,,"93",,"OVC:08 7","29.25","3.00","54","180",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17105/14/20 06:00:02 SPECI KORD 141200Z 18003KT 3SM R10L/5000VP6000FT +TSRA BR OVC007CB 13/12 A2997 RMK AO2 LTG DSNT ALQDS FRQ LTG IC OHD TS OHD MOV E-NE P0006 T01280117 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T06:28:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","53","55","0.14","VCTS:7 RA:02 BR:1 |RA |RA",,,"93",,"SCT:04 9 SCT:04 55 OVC:08 70","29.21","5.00","54","130",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16605/14/20 06:28:02 SPECI KORD 141228Z 13006KT 5SM VCTS RA BR SCT009CB SCT055 OVC070 13/12 A2993 RMK AO2 LTG DSNT ALQDS TSE28 PRESFR CB NE MOV E-NE P0014 T01280117 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T06:40:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","53","55","0.20","VCTS:7 +RA:02 BR:1 |RA |RA",,,"93",,"SCT:04 9 SCT:04 55 OVC:08 70","29.21","3.00","54","130",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16005/14/20 06:40:02 SPECI KORD 141240Z 13007KT 3SM VCTS +RA BR SCT009CB SCT055 OVC070 13/12 A2993 RMK AO2 LTG DSNT ALQDS TSE28 CB NE MOV E-NE P0020 T01280117 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T06:47:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.92","54","55","0.22","TS:7 RA:02 BR:1 |RA TS |RA",,,"94",,"SCT:04 13 BKN:07 75 OVC:08 90","29.20","5.00","54","120",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16705/14/20 06:47:02 SPECI KORD 141247Z 12004KT 5SM TSRA BR SCT013CB BKN075 OVC090 13/12 A2992 RMK AO2 LTG DSNT ALQDS TSE28B43 FRQ LTG ICCC OHD TS OHD MOV E-NE P0022 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T06:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","53","55","0.19","TS:7 RA:02 BR:1 |RA TS |RA",,,"93","29.93","SCT:04 9 BKN:07 70 OVC:08 90","29.21","5.00","54","110",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18405/14/20 06:51:02 METAR KORD 141251Z 11004KT 5SM TSRA BR SCT009CB BKN070 OVC090 13/12 A2993 RMK AO2 LTG DSNT ALQDS TSE28B43 SLP134 FRQ LTG ICCC OHD TS OHD MOV E-NE P0024 T01280117 (JR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T07:08:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","53","55","0.05","TS:7 RA:02 BR:1 |RA TS |RA",,,"93",,"BKN:07 7 BKN:07 24 OVC:08 80","29.23","4.00","54","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18605/14/20 07:08:02 SPECI KORD 141308Z 00000KT 4SM R10L/5000VP6000FT TSRA BR BKN007CB BKN024 OVC080 13/12 A2995 RMK AO2 LTG DSNT ALQDS FRQ LTG CCIC OHD TS OHD MOV E-NE P0005 T01280117 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T07:12:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.95","54","55","0.14","TS:7 +RA:02 BR:1 |RA TS |RA",,,"96",,"BKN:07 7 BKN:07 24 OVC:08 80","29.23","1.75","54","160",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET19105/14/20 07:12:02 SPECI KORD 141312Z 16004KT 1 3/4SM R10L/2800VP6000FT +TSRA BR BKN007CB BKN024 OVC080 13/12 A2995 RMK AO2 LTG DSNT ALQDS FRQ LTG CCIC OHD TS OHD MOV E-NE P0014 T01280122 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T07:24:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.94","53","55","0.34","TS:7 RA:02 BR:1 |RA TS |RA",,,"93",,"BKN:07 5 BKN:07 21 OVC:08 37","29.22","3.00","54","190",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET18505/14/20 07:24:02 SPECI KORD 141324Z 19006KT 3SM R10L/6000VP6000FT TSRA BR BKN005CB BKN021 OVC037 13/12 A2994 RMK AO2 LTG DSNT E-SW FRQ LTG CCIC OHD TS OHD MOV E-NE P0034 T01280117 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T07:32:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.96","53","56","0.36","TS:7 -RA:02 BR:1 |RA TS |RA",,,"90",,"FEW:02 5 BKN:07 19 OVC:08 38","29.24","5.00","54","180",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET16805/14/20 07:32:02 SPECI KORD 141332Z 18007KT 5SM -TSRA BR FEW005CB BKN019 OVC038 13/12 A2996 RMK AO2 LTG DSNT ALQDS OCNL LTG IC OHD TS OHD MOV E-NE P0036 T01330117 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T07:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.93","54","56","0.40","TS:7 -RA:02 BR:1 |RA TS |RA",,,"93","29.93","FEW:02 5 BKN:07 21 OVC:08 90","29.21","6.00","55","160",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17505/14/20 07:51:02 METAR KORD 141351Z 16006KT 6SM -TSRA BR FEW005CB BKN021 OVC090 13/12 A2993 RMK AO2 LTG DSNT ALQDS SLP134 OCNL LTG IC OHD TS OHD MOV E-NE P0039 T01330122 (JR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T08:19:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.90","54","56","0.07","-RA:02 BR:1 |RA |RA",,,"93",,"FEW:02 5 BKN:07 34 OVC:08 95","29.18","6.00","55","140",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET17005/14/20 08:19:02 SPECI KORD 141419Z 14009KT 6SM -RA BR FEW005CB BKN034 OVC095 13/12 A2990 RMK AO2 LTG DSNT E-S TSE19 OCNL LTG DSNT E-SE CB DSNT E-SE P0007 T01330122 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T08:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","55","57","0.11","-RA:02 BR:1 |RA |RA","+0.09","6","93","29.88","FEW:02 45 FEW:02 80 OVC:08 100","29.16","6.00","56","180",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14205/14/20 08:51:02 METAR KORD 141451Z 18011KT 6SM -RA BR FEW045 FEW080 OVC100 14/13 A2988 RMK AO2 TSE19 SLP119 P0013 60076 T01390128 56030 (JR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T09:00:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","56","58","T","-RA:02 |RA |RA",,,"93",,"FEW:02 4 BKN:07 75 OVC:08 95","29.16","7.00","57","180",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11405/14/20 09:00:02 SPECI KORD 141500Z 18010KT 7SM -RA FEW004 BKN075 OVC095 14/13 A2988 RMK AO2 P0000 T01440133 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T09:24:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","56","58","0.01",,,,"93",,"SCT:04 4 BKN:07 24 OVC:08 85","29.16","10.00","57","190",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11705/14/20 09:24:02 SPECI KORD 141524Z 19009KT 10SM SCT004 BKN024 OVC085 14/13 A2988 RMK AO2 RAE21 P0001 T01440133 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T09:40:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","56","59","0.01",,,,"90",,"BKN:07 7 BKN:07 18 OVC:08 23","29.16","10.00","57","180",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11705/14/20 09:40:02 SPECI KORD 141540Z 18011KT 10SM BKN007 BKN018 OVC023 15/13 A2988 RMK AO2 RAE21 P0001 T01500133 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T09:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.88","56","59","0.01",,,,"90","29.88","BKN:07 7 BKN:07 10 OVC:08 23","29.16","9.00","57","190",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12305/14/20 09:51:02 METAR KORD 141551Z 19010KT 9SM BKN007 BKN010 OVC023 15/13 A2988 RMK AO2 RAE21 SLP118 P0001 T01500133 (JR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T10:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","58","61","0.00",,,,"90","29.89","OVC:08 8","29.17","7.00","59","180",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10905/14/20 10:51:02 METAR KORD 141651Z 18009KT 7SM OVC008 16/14 A2989 RMK AO2 LTG DSNT SW SLP121 T01610144 (JR)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T11:20:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","59","61","T","-RA:02 BR:1 |RA |RA",,,"93",,"OVC:08 6","29.17","3.00","60","210",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12005/14/20 11:20:02 SPECI KORD 141720Z 21008KT 3SM -RA BR OVC006 16/15 A2989 RMK AO2 LTG DSNT S RAB08 P0000 T01610150 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72530094846","2020-05-14T11:28:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.89","59","61","0.01","-RA:02 BR:1 |RA |RA",,,"93",,"OVC:08 6","29.17","2.50","60","200",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12405/14/20 11:28:02 SPECI KORD 141728Z 20009KT 2 1/2SM -RA BR OVC006 16/15 A2989 RMK AO2 LTG DSNT S RAB08 P0001 T01610150 (JR)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
